Name	Parent	RootTemplate	ModifierType	Act	Level	UseAPCost	Value	Weight	ComboCategory	Requirements	Strength	Finesse	Intelligence	Constitution	Memory	Wits	Vitality	Armor	PiercingResistance	PhysicalResistance	FireResistance	EarthResistance	WaterResistance	AirResistance	PoisonResistance	Flags	InventoryTab	AddToBottomBar	IgnoredByAI	RuneLevel	RuneEffectWeapon	RuneEffectUpperbody	RuneEffectAmulet	ObjectCategory	MinAmount	MaxAmount	Priority	Unique	MinLevel	MaxLevel	Comment	
SKILLBOOK_Air_LightningBolt	_Skillbooks	8b820d2d-76ee-4ec7-a7ee-6169fc81df38			1		120		SkillbookAir	AirSpecialist 1																								SkillbookAirStarter	1	1	1		1			
SKILLBOOK_Air_BlindingRadiance	_Skillbooks	5f01504c-0b7c-4cca-ba59-4ec09205f199			1		120		SkillbookAir	AirSpecialist 1																								SkillbookAirStarter	1	1	1		1			
SKILLBOOK_Air_EvasiveManeuver	_Skillbooks	5b11b1cb-87be-4a00-aa60-0cabd6d66793			5		190		SkillbookAir	AirSpecialist 2																								SkillbookAirEarly	1	1	1		4			
SKILLBOOK_Air_Teleportation_FreeFall	_Skillbooks	26d5c4bb-0182-4f29-ab14-36db839b294f			5		250		SkillbookAir	AirSpecialist 2																								SkillbookAirEarly	1	1	1		4			
SKILLBOOK_Air_DazingBolt	_Skillbooks	7b0113b7-03d5-46e2-b3db-bf1288017510			5		190		SkillbookAir	AirSpecialist 2																								SkillbookAirEarly	1	1	1		4			
SKILLBOOK_Air_Netherswap	_Skillbooks	34634252-35fc-44ea-9c1d-4a21302b0f30			9		500		SkillbookAir	AirSpecialist 2																								SkillbookAirMid	1	1	1		9			
SKILLBOOK_Air_Apportation	_Skillbooks	bb4242cd-2866-4279-849d-fbaceb3c7746			9		500		SkillbookAir	AirSpecialist 2																								SkillbookAirMid	1	1	1		9			
SKILLBOOK_Air_PressureSpike	_Skillbooks	67372ab5-674b-4ee8-bd03-e2f960f79f9a			9		500		SkillbookAir	AirSpecialist 2																								SkillbookAirMid	1	1	1		9			
SKILLBOOK_Air_ChainLightning	_Skillbooks	bc95a621-7b62-4a3f-bf34-0e4631988cae			9		800		SkillbookAirSource	AirSpecialist 3																								SkillbookAirMid	1	1	1		9			
SKILLBOOK_Air_ElectricFence	_Skillbooks	c7538f38-c2a9-457b-aadb-7a9abd81db7e			13		750		SkillbookAirSource	AirSpecialist 3																								SkillbookAirLate	1	1	1		13			
SKILLBOOK_Air_Tornado	_Skillbooks	e0d4e3f4-141e-4675-b323-9f5233c5911f			16		1400		SkillbookAir	AirSpecialist 3																								SkillbookAirLate	1	1	1		16			
SKILLBOOK_Air_Superconductor	_Skillbooks	b063ae17-3705-431c-8269-49c1df4618bd			16		1400		SkillbookAir	AirSpecialist 3																								SkillbookAirLate	1	1	1		16			
SKILLBOOK_Air_Lightning	_Skillbooks	922b2321-b1b7-43a0-b502-29f88adabd45			16		3000		SkillbookAirSource	AirSpecialist 5																								SkillbookAirLate	1	1	1		16			
SKILLBOOK_Earth_Fortify	_Skillbooks	cb963736-247a-4f39-94a1-5144c6851598			1		120		SkillbookEarth	EarthSpecialist 1																								SkillbookEarthStarter	1	1	1		1			
SKILLBOOK_Earth_PyroclasticRock	_Skillbooks	cbc25845-125f-4170-a160-479d584db3ae			1		120		SkillbookEarth	EarthSpecialist 1																								SkillbookEarthStarter	1	1	1		1			
SKILLBOOK_Earth_Contamination	_Skillbooks	25654041-51fc-495d-85d4-6ec45fcc7e11			1		120		SkillbookEarth	EarthSpecialist 1																								SkillbookEarthStarter	1	1	1		1			
SKILLBOOK_Earth_PoisonDart	_Skillbooks	e23f2893-1aef-44aa-8288-2eebf2a3caaa			1		120		SkillbookEarth	EarthSpecialist 1																								SkillbookEarthStarter	1	1	1		1			
SKILLBOOK_Earth_RockSpikes	_Skillbooks	ede89604-3755-4723-9971-316b8d7ca9dc			5		190		SkillbookEarth	EarthSpecialist 2																								SkillbookEarthEarly	1	1	1		4			
SKILLBOOK_Earth_MendMetal	_Skillbooks	831fa280-4eff-43c7-a277-8430f669ea27			5		190		SkillbookEarth	EarthSpecialist 2																								SkillbookEarthEarly	1	1	1		4			
SKILLBOOK_Earth_WormTremor	_Skillbooks	834a8c82-fc18-4a3e-be2b-d8c0cbcbc9d4			5		190		SkillbookEarth	EarthSpecialist 2																								SkillbookEarthEarly	1	1	1		4			
SKILLBOOK_Earth_PoisonWave	_Skillbooks	df7f3bc8-d156-4d9c-8e90-a571a7da3fdb			9		500		SkillbookEarth	EarthSpecialist 2																								SkillbookEarthMid	1	1	1		9			
SKILLBOOK_Earth_ReactiveArmor	_Skillbooks	cf6354b0-875b-42b7-910e-6e9580ae6c02			9		500		SkillbookEarth	EarthSpecialist 2																								SkillbookEarthMid	1	1	1		9			
SKILLBOOK_Earth_Earthquake	_Skillbooks	1ca41f7d-6c40-4426-8098-511b37697410			9		500		SkillbookEarth	EarthSpecialist 2																								SkillbookEarthMid	1	1	1		9			
SKILLBOOK_Earth_ArtilleryPlant	_Skillbooks	2d1dc69f-40a8-4ff1-ab1f-410df41ae637			9		800		SkillbookEarthSource	EarthSpecialist 3																								SkillbookEarthMid	1	1	1		9			
SKILLBOOK_Earth_AcidSpores	_Skillbooks	ae22a787-f6d3-43e0-b998-4c7eade68110			13		750		SkillbookEarthSource	EarthSpecialist 3																								SkillbookEarthLate	1	1	1		13			
SKILLBOOK_Earth_SiphonPoison	_Skillbooks	4c26b290-4c4c-494e-a4d7-f197a1c2ced1			16		1400		SkillbookEarth	EarthSpecialist 3																								SkillbookEarthLate	1	1	1		16			
SKILLBOOK_Earth_LivingWall	_Skillbooks	630681f7-3fbb-4d81-a3e6-7d499e857762			16		1400		SkillbookEarth	EarthSpecialist 3																								SkillbookEarthLate	1	1	1		16			
SKILLBOOK_Earth_PyroclasticEruption	_Skillbooks	186af633-ba25-46b1-866e-367f38346e7b			16		3000		SkillbookEarthSource	EarthSpecialist 5																								SkillbookEarthLate	1	1	1		16			
SKILLBOOK_Fire_Haste	_Skillbooks	a02ecabc-7a5b-4590-b66b-c7569e9fd5a8			1		120		SkillbookFire	FireSpecialist 1																								SkillbookFireStarter	1	1	1		1			
SKILLBOOK_Fire_Ignition	_Skillbooks	8618d073-2a58-42e7-8527-c6f512e1a751			1		120		SkillbookFire	FireSpecialist 1																								SkillbookFireStarter	1	1	1		1			
SKILLBOOK_Fire_BurnMyEyes	_Skillbooks	5bb56ca7-af0e-4ec9-a846-70e69c491325			1		120		SkillbookFire	FireSpecialist 1																								SkillbookFireStarter	1	1	1		1			
SKILLBOOK_Fire_FlamingDaggers	_Skillbooks	e2b8eae9-a9ad-45e5-bf3f-d8572a4610e2			1		120		SkillbookFire	FireSpecialist 1																								SkillbookFireStarter	1	1	1		1			
SKILLBOOK_Fire_SpontaneousCombustion	_Skillbooks	a8777c7c-11c3-44ab-b97f-361d7acf3f26			5		190		SkillbookFire	FireSpecialist 2																								SkillbookFireEarly	1	1	1		4			
SKILLBOOK_Fire_Supernova	_Skillbooks	a6370cb1-6cbe-407b-b005-a13558581b34			5		190		SkillbookFire	FireSpecialist 2																								SkillbookFireEarly	1	1	1		4			
SKILLBOOK_Fire_Fireball	_Skillbooks	d41c0497-86f1-4fba-9e29-43deed2456ae			5		190		SkillbookFire	FireSpecialist 2																								SkillbookFireEarly	1	1	1		4			
SKILLBOOK_Fire_LaserRay	_Skillbooks	bfb4ca0c-43a4-4050-a6ae-fe524b7907f1			9		500		SkillbookFire	FireSpecialist 2																								SkillbookFireMid	1	1	1		9			
SKILLBOOK_Fire_FireWhip	_Skillbooks	b7778fc6-22fc-4735-b71c-09f89e75e160			9		500		SkillbookFire	FireSpecialist 2																								SkillbookFireMid	1	1	1		9			
SKILLBOOK_Fire_FlamingTongues	_Skillbooks	5bc388a3-49e2-4f56-a531-6f1a11b88597			9		500		SkillbookFire	FireSpecialist 2																								SkillbookFireMid	1	1	1		9			
SKILLBOOK_Fire_FireSlug	_Skillbooks	e9603823-9258-45e0-80b2-49aba65ab4bb			9		800		SkillbookFireSource	FireSpecialist 3																								SkillbookFireMid	1	1	1		9			
SKILLBOOK_Fire_InfectiousFlame	_Skillbooks	7be51ea9-2722-405e-9978-f87bda5e60b8			13		750		SkillbookFireSource	FireSpecialist 3																								SkillbookFireLate	1	1	1		13			
SKILLBOOK_Fire_FireBrand	_Skillbooks	99abc6f3-953c-42c1-a8f5-7e83a43e201c			16		1400		SkillbookFire	FireSpecialist 3																								SkillbookFireLate	1	1	1		16			
SKILLBOOK_Fire_FlamingCrescendo	_Skillbooks	f7f65ffc-df6d-4b78-9ba7-081cd9c09595			16		1400		SkillbookFire	FireSpecialist 3																								SkillbookFireLate	1	1	1		16			
SKILLBOOK_Fire_MeteorShower	_Skillbooks	c8912baa-6c8e-4866-a789-342bc5ac4af3			16		3000		SkillbookFireSource	FireSpecialist 5																								SkillbookFireLate	1	1	1		16			
SKILLBOOK_Necromancy_BloodBubble	_Skillbooks	3004f9b9-0369-4f16-b659-1b77d89f8f83			1		120		SkillbookNecromancy	Necromancy 1																								SkillbookNecromancyStarter	1	1	1		1			
SKILLBOOK_Necromancy_MosquitoSwarm	_Skillbooks	c64162ff-114c-4dd4-80d3-0194d317e9a3			1		120		SkillbookNecromancy	Necromancy 1																								SkillbookNecromancyStarter	1	1	1		1			
SKILLBOOK_Necromancy_BloatedCorpse	_Skillbooks	57ab0717-756e-4456-86b2-1de27deba116			1		120		SkillbookNecromancy	Necromancy 1																								SkillbookNecromancyStarter	1	1	1		1			
SKILLBOOK_Necromancy_DecayingTouch	_Skillbooks	ac14dff6-8a90-488a-8b2e-e9bcc2dc5b4d			1		120		SkillbookNecromancy	Necromancy 1																								SkillbookNecromancyStarter	1	1	1		1			
SKILLBOOK_Necromancy_ShacklesOfPain	_Skillbooks	99fa47fa-a40a-4dc1-b34b-ec3c987ab3d5			5		190		SkillbookNecromancy	Necromancy 2																								SkillbookNecromancyEarly	1	1	1		4			
SKILLBOOK_Necromancy_Infect	_Skillbooks	591cb46f-0336-4d34-aad7-026d61f164c6			5		190		SkillbookNecromancy	Necromancy 2																								SkillbookNecromancyEarly	1	1	1		4			
SKILLBOOK_Necromancy_DeathWish	_Skillbooks	21085dcc-ec4a-4ffe-987f-5ee503341658			5		190		SkillbookNecromancy	Necromancy 2																								SkillbookNecromancyEarly	1	1	1		4			
SKILLBOOK_Necromancy_DeathsDoor	_Skillbooks	ac09144a-dd65-485a-9f62-810a5a731710			9		500		SkillbookNecromancy	Necromancy 2																								SkillbookNecromancyMid	1	1	1		9			
SKILLBOOK_Necromancy_BonePile	_Skillbooks	dcf5c008-c89b-42b9-8e3b-d5722e5230ad			9		500		SkillbookNecromancy	Necromancy 2																								SkillbookNecromancyMid	1	1	1		9			
SKILLBOOK_Necromancy_BoneCage	_Skillbooks	d54c4e70-5796-48cf-b9e6-9b95b96cea4b			9		500		SkillbookNecromancy	Necromancy 2																								SkillbookNecromancyMid	1	1	1		9			
SKILLBOOK_Necromancy_BlackShroud	_Skillbooks	b12a442a-cc2f-4387-995e-7ce14826fa55			9		800		SkillbookNecromancySource	Necromancy 3																								SkillbookNecromancyMid	1	1	1		9			
SKILLBOOK_Necromancy_GraspOfTheStarved	_Skillbooks	880d084e-20aa-4a50-9a4c-294d46399ed6			13		750		SkillbookNecromancySource	Necromancy 3																								SkillbookNecromancyLate	1	1	1		13			
SKILLBOOK_Necromancy_SilencingStare	_Skillbooks	5b903a84-4fc3-4d1b-998c-b5a11474c152			16		1400		SkillbookNecromancy	Necromancy 3																								SkillbookNecromancyLate	1	1	1		16			
SKILLBOOK_Necromancy_LastRites	_Skillbooks	3ec31ae8-c176-4477-bfc8-25aa2cc855ba			16		1400		SkillbookNecromancy	Necromancy 3																								SkillbookNecromancyLate	1	1	1		16			
SKILLBOOK_Necromancy_NecromancerTotems	_Skillbooks	aef6baab-29fb-42d3-96e9-63250af7b2af			16		3000		SkillbookNecromancySource	Necromancy 5																								SkillbookNecromancyLate	1	1	1		16			
SKILLBOOK_Ranger_Ricochet	_Skillbooks	1e754971-4ae6-49dd-8798-9c4febee16a3			1		120		SkillbookRanger	RangerLore 1																								SkillbookRangerStarter	1	1	1		1			
SKILLBOOK_Ranger_FirstAid	_Skillbooks	e14201d7-3ba5-4481-a849-620a7bf5fd68			1		120		SkillbookRanger	RangerLore 1																								SkillbookRangerStarter	1	1	1		1			
SKILLBOOK_Ranger_PinDown	_Skillbooks	9548461b-55d5-412f-b082-9331c3f8a599			1		120		SkillbookRanger	RangerLore 1																								SkillbookRangerStarter	1	1	1		1			
SKILLBOOK_Ranger_ElementalArrowheads	_Skillbooks	e57b2904-0203-4f45-ba4c-86145aeb4955			1		120		SkillbookRanger	RangerLore 1																								SkillbookRangerStarter	1	1	1		1			
SKILLBOOK_Ranger_SkyShot	_Skillbooks	65b155c9-4c7c-4353-90c1-ca7e12773e94			5		190		SkillbookRanger	RangerLore 2																								SkillbookRangerEarly	1	1	1		4			
SKILLBOOK_Ranger_TacticalRetreat	_Skillbooks	8034c1e6-ab1d-4d43-86e4-4daa029b53e8			5		250		SkillbookRanger	RangerLore 2																								SkillbookRangerEarly	1	1	1		4			
SKILLBOOK_Ranger_Multishot	_Skillbooks	bd927e3d-a06d-4c67-8b2e-c39fd6ea6fa0			5		190		SkillbookRanger	RangerLore 2																								SkillbookRangerEarly	1	1	1		4			
SKILLBOOK_Ranger_PiercingShot	_Skillbooks	4a0aaf3b-bfe8-46c5-b9d5-da019c8640fb			9		500		SkillbookRanger	RangerLore 2																								SkillbookRangerMid	1	1	1		9			
SKILLBOOK_Ranger_ReactionShot	_Skillbooks	31884d0f-d65b-4bdd-aba1-71408ff37b44			9		500		SkillbookRanger	RangerLore 2																								SkillbookRangerMid	1	1	1		9			
SKILLBOOK_Ranger_BallisticShot	_Skillbooks	49ebd42e-42a8-46c3-bd32-a3f5b0dcddd5			9		500		SkillbookRanger	RangerLore 2																								SkillbookRangerMid	1	1	1		9			
SKILLBOOK_Ranger_ArrowSpray	_Skillbooks	871ef655-5a2a-41c6-ac18-018c5c22d63e			9		800		SkillbookRangerSource	RangerLore 3																								SkillbookRangerMid	1	1	1		9			
SKILLBOOK_Ranger_Farsight	_Skillbooks	682663f1-f19f-47e6-be8e-df344533d949			13		750		SkillbookRangerSource	RangerLore 3																								SkillbookRangerLate	1	1	1		13			
SKILLBOOK_Ranger_Snipe	_Skillbooks	02dab1ba-14a8-462d-bdfd-d68317f8b4e0			16		1400		SkillbookRanger	RangerLore 3																								SkillbookRangerLate	1	1	1		16			
SKILLBOOK_Ranger_Mark	_Skillbooks	6e0fcc26-8e87-4739-8bba-4b86e81801b1			16		1400		SkillbookRanger	RangerLore 3																								SkillbookRangerLate	1	1	1		16			
SKILLBOOK_Ranger_RainOfArrows	_Skillbooks	f44f4c83-b545-4931-a3de-846e624239a2			16		3000		SkillbookRangerSource	RangerLore 5																								SkillbookRangerLate	1	1	1		16			
SKILLBOOK_Rogue_Adrenaline	_Skillbooks	2361e63f-dc80-4c63-892a-e8e658c4d832			1		120		SkillbookRogue	RogueLore 1																								SkillbookRogueStarter	1	1	1		1			
SKILLBOOK_Rogue_Choloroform	_Skillbooks	6b352396-1e74-446a-94c7-2a762db9ef63			1		120		SkillbookRogue	RogueLore 1																								SkillbookRogueStarter	1	1	1		1			
SKILLBOOK_Rogue_ThrowingKnife	_Skillbooks	78ddb7e3-0328-4c3f-8895-6dc77dcf3c2f			1		120		SkillbookRogue	RogueLore 1																								SkillbookRogueStarter	1	1	1		1			
SKILLBOOK_Rogue_Vault	_Skillbooks	813f7c41-4766-455d-bf32-66c0da7a81df			1		120		SkillbookRogue	RogueLore 1																								SkillbookRogueStarter	1	1	1		1			
SKILLBOOK_Rogue_SerratedEdge	_Skillbooks	3896c4ee-243c-4628-adce-cc7fe0ee6db2			5		190		SkillbookRogue	RogueLore 2																								SkillbookRogueEarly	1	1	1		4			
SKILLBOOK_Rogue_KneeBreaker	_Skillbooks	a297e33e-7214-495a-838d-1d437237969f			5		190		SkillbookRogue	RogueLore 2																								SkillbookRogueEarly	1	1	1		4			
SKILLBOOK_Rogue_CloakAndDagger	_Skillbooks	68984f13-9e02-43eb-a95f-8cd339dfcebc			5		250		SkillbookRogue	RogueLore 2																								SkillbookRogueEarly	1	1	1		4			
SKILLBOOK_Rogue_CorruptedBlade	_Skillbooks	2bec77f2-bea2-4465-8ac3-81a6a6992f7a			9		500		SkillbookRogue	RogueLore 2																								SkillbookRogueMid	1	1	1		9			
SKILLBOOK_Rogue_GagOrder	_Skillbooks	dae871c3-fcfc-4e24-9302-359f0505fb0d			9		500		SkillbookRogue	RogueLore 2																								SkillbookRogueMid	1	1	1		9			
SKILLBOOK_Rogue_SleepingArms	_Skillbooks	5240dd04-e97c-464e-b150-4455876cd6bb			9		500		SkillbookRogue	RogueLore 2																								SkillbookRogueMid	1	1	1		9			
SKILLBOOK_Rogue_FanOfKnives	_Skillbooks	89d0e9c5-d538-4300-8504-2a5c93c7c90c			9		800		SkillbookRogueSource	RogueLore 3																								SkillbookRogueMid	1	1	1		9			
SKILLBOOK_Rogue_DaggersDrawn	_Skillbooks	58e7824d-0d4f-4331-86f1-d36976577315			13		750		SkillbookRogueSource	RogueLore 3																								SkillbookRogueLate	1	1	1		13			
SKILLBOOK_Rogue_LaunchBomber	_Skillbooks	3a291754-71e6-496b-8038-69f0d0b2adca			16		1400		SkillbookRogue	RogueLore 3																								SkillbookRogueLate	1	1	1		16			
SKILLBOOK_Rogue_TerrifyingCruelty	_Skillbooks	5da557fe-1823-438f-9140-6a59f104ca61			16		1400		SkillbookRogue	RogueLore 3																								SkillbookRogueLate	1	1	1		16			
SKILLBOOK_Rogue_Fatality	_Skillbooks	36384e38-bc56-434b-bbba-37a679ec5220			16		3000		SkillbookRogueSource	RogueLore 5																								SkillbookRogueLate	1	1	1		16			
SKILLBOOK_Warrior_BatteringRam	_Skillbooks	dae0f7d4-705f-47db-b797-f8ecd69a88be			1		120		SkillbookWarrior	WarriorLore 1																								SkillbookWarriorStarter	1	1	1		1			
SKILLBOOK_Warrior_GroundSmash	_Skillbooks	d47a4597-ce6d-4172-b14e-a52228c2df22			1		120		SkillbookWarrior	WarriorLore 1																								SkillbookWarriorStarter	1	1	1		1			
SKILLBOOK_Warrior_CripplingBlow	_Skillbooks	0379bd08-c28b-4477-9900-d523de77aa0c			1		120		SkillbookWarrior	WarriorLore 1																								SkillbookWarriorStarter	1	1	1		1			
SKILLBOOK_Warrior_BouncingShield	_Skillbooks	95451a8e-536b-43c4-80b8-b24e1598da5f			1		120		SkillbookWarrior	WarriorLore 1																								SkillbookWarriorStarter	1	1	1		1			
SKILLBOOK_Warrior_Enrage	_Skillbooks	731973a2-fc24-4494-aada-74b56c6f15e9			5		190		SkillbookWarrior	WarriorLore 2																								SkillbookWarriorEarly	1	1	1		4			
SKILLBOOK_Warrior_Whirlwind	_Skillbooks	03a001b9-f159-4f0a-9348-b971546c23ea			5		190		SkillbookWarrior	WarriorLore 2																								SkillbookWarriorEarly	1	1	1		4			
SKILLBOOK_Warrior_Taunt	_Skillbooks	0774d0c4-fd3c-4062-b371-78129344e0ee			5		190		SkillbookWarrior	WarriorLore 2																								SkillbookWarriorEarly	1	1	1		4			
SKILLBOOK_Warrior_BlinkStrike	_Skillbooks	86fc9d54-877f-4ad8-9e49-166a4acf6602			9		500		SkillbookWarrior	WarriorLore 2																								SkillbookWarriorMid	1	1	1		9			
SKILLBOOK_Warrior_PhoenixDive	_Skillbooks	5513cf32-5f89-415a-8a02-13c52c579a59			9		500		SkillbookWarrior	WarriorLore 2																								SkillbookWarriorMid	1	1	1		9			
SKILLBOOK_Warrior_DeflectiveBarrier	_Skillbooks	c0e91778-1ad2-4c85-b3a0-6ca455a206ca			9		500		SkillbookWarrior	WarriorLore 2																								SkillbookWarriorMid	1	1	1		9			
SKILLBOOK_Warrior_ThickOfTheFight	_Skillbooks	4bf493df-6684-4b49-aa34-8d244bc55439			9		800		SkillbookWarriorSource	WarriorLore 3																								SkillbookWarriorMid	1	1	1		9			
SKILLBOOK_Warrior_Flurry	_Skillbooks	f319cf58-944e-4545-9de8-ad6c1cd7fed1			13		750		SkillbookWarriorSource	WarriorLore 3																								SkillbookWarriorLate	1	1	1		13			
SKILLBOOK_Warrior_Challenge	_Skillbooks	afe91aca-115d-41e1-ba65-d8be94b7a4f9			16		1400		SkillbookWarrior	WarriorLore 3																								SkillbookWarriorLate	1	1	1		16			
SKILLBOOK_Warrior_GuardianAngel	_Skillbooks	84eb7f03-e386-4d8b-bb3c-431573e4ea2a			16		1400		SkillbookWarrior	WarriorLore 3																								SkillbookWarriorLate	1	1	1		16			
SKILLBOOK_Warrior_Overpower	_Skillbooks	c034b576-8379-4796-b03d-616c3c22c998			16		3000		SkillbookWarriorSource	WarriorLore 5																								SkillbookWarriorLate	1	1	1		16			
SKILLBOOK_Water_Rain	_Skillbooks	aab17859-7e1a-4298-9b97-5fdd69132ecd			1		120		SkillbookWater	WaterSpecialist 1																								SkillbookWaterStarter	1	1	1		1			
SKILLBOOK_Water_FrostyShell	_Skillbooks	7b703887-6680-419a-b9c1-656200fb709c			1		120		SkillbookWater	WaterSpecialist 1																								SkillbookWaterStarter	1	1	1		1			
SKILLBOOK_Water_Restoration	_Skillbooks	179a1a74-60db-4f34-b9cc-35905c4d1cfa			1		120		SkillbookWater	WaterSpecialist 1																								SkillbookWaterStarter	1	1	1		1			
SKILLBOOK_Water_HailStrike	_Skillbooks	1850ec4f-c1dd-4859-8b83-a2a2343c2b8c			1		120		SkillbookWater	WaterSpecialist 1																								SkillbookWaterStarter	1	1	1		1			
SKILLBOOK_Water_WinterBlast	_Skillbooks	b90ab93a-a9f0-4774-8750-a0735ebee18c			5		190		SkillbookWater	WaterSpecialist 2																								SkillbookWaterEarly	1	1	1		4			
SKILLBOOK_Water_IceFan	_Skillbooks	87fcd775-240e-4175-bc69-a413b26942e4			5		190		SkillbookWater	WaterSpecialist 2																								SkillbookWaterEarly	1	1	1		4			
SKILLBOOK_Water_FrostAura	_Skillbooks	d550c530-99ba-430c-9df0-6a32657259da			5		190		SkillbookWater	WaterSpecialist 2																								SkillbookWaterEarly	1	1	1		4			
SKILLBOOK_Water_GlobalCooling	_Skillbooks	b2db6248-342f-4066-b000-9a8321e1dbc2			9		500		SkillbookWater	WaterSpecialist 2																								SkillbookWaterMid	1	1	1		9			
SKILLBOOK_Water_ChainHeal	_Skillbooks	a4d37aea-d9b8-4ba6-bd0b-aaaad48d13aa			9		500		SkillbookWater	WaterSpecialist 2																								SkillbookWaterMid	1	1	1		9			
SKILLBOOK_Water_CryogenicStasis	_Skillbooks	a3a4900c-32f4-4288-ba15-30c741f86fdb			9		500		SkillbookWater	WaterSpecialist 2																								SkillbookWaterMid	1	1	1		9			
SKILLBOOK_Water_ArcaneStitch	_Skillbooks	e8ae046a-9780-42a1-839c-9c51beeab0bb			9		800		SkillbookWaterSource	WaterSpecialist 3																								SkillbookWaterMid	1	1	1		9			
SKILLBOOK_Water_SteamLance	_Skillbooks	9f1e1389-a6e8-4acc-a239-026a973ad11a			13		750		SkillbookWaterSource	WaterSpecialist 3																								SkillbookWaterLate	1	1	1		13			
SKILLBOOK_Water_Shatter	_Skillbooks	29db00fb-0266-4a87-a7ea-673ea84e03c5			16		1400		SkillbookWater	WaterSpecialist 3																								SkillbookWaterLate	1	1	1		16			
SKILLBOOK_Water_IceBreaker	_Skillbooks	850f7646-6c0d-4af9-850c-94cd6d818575			16		1400		SkillbookWater	WaterSpecialist 3																								SkillbookWaterLate	1	1	1		16			
SKILLBOOK_Water_HailAttack	_Skillbooks	f3b278b6-aff3-47e7-a8f7-823ebb6759e6			16		3000		SkillbookWaterSource	WaterSpecialist 5																								SkillbookWaterLate	1	1	1		16			
SKILLBOOK_Polymorph_ChickenTouch	_Skillbooks	e8c712ce-6927-4578-abff-742407dd3ad2			1		120		SkillbookPolymorph	Polymorph 1																								SkillbookPolymorphStarter	1	1	1		1			
SKILLBOOK_Polymorph_TentacleLash	_Skillbooks	916121ce-bde1-4e3b-934c-96a0e3fb3169			1		120		SkillbookPolymorph	Polymorph 1																								SkillbookPolymorphStarter	1	1	1		1			
SKILLBOOK_Polymorph_BullHorns	_Skillbooks	8cc87c12-fbff-4aad-8ce6-8597d74de717			1		120		SkillbookPolymorph	Polymorph 1																								SkillbookPolymorphStarter	1	1	1		1			
SKILLBOOK_Polymorph_ChameleonSkin	_Skillbooks	5257a424-4aa7-4910-a964-bacf9df0141b			1		120		SkillbookPolymorph	Polymorph 1																								SkillbookPolymorphStarter	1	1	1		1			
SKILLBOOK_Polymorph_SteelSkin	_Skillbooks	22b90ab3-330f-4367-9dab-d48b6791482c			5		190		SkillbookPolymorph	Polymorph 2																								SkillbookPolymorphEarly	1	1	1		4			
SKILLBOOK_Polymorph_Wings	_Skillbooks	dad38e23-6ad4-4899-9c92-0c022b3ea752			5		250		SkillbookPolymorph	Polymorph 2																								SkillbookPolymorphEarly	1	1	1		4			
SKILLBOOK_Polymorph_MedusaHead	_Skillbooks	630f5666-0d89-4539-bae5-8ffc8aedc7ec			5		190		SkillbookPolymorph	Polymorph 2																								SkillbookPolymorphEarly	1	1	1		4			
SKILLBOOK_Polymorph_SpiderLegs	_Skillbooks	5f288c06-a265-4f8d-bbc5-5fbb4249046c			9		500		SkillbookPolymorph	Polymorph 2																								SkillbookPolymorphMid	1	1	1		9			
SKILLBOOK_Polymorph_SwapGround	_Skillbooks	1abba567-1cb7-4719-a4e9-cb1e207866ca			9		500		SkillbookPolymorph	Polymorph 2																								SkillbookPolymorphMid	1	1	1		9			
SKILLBOOK_Polymorph_LaunchOilBlob	_Skillbooks	680e5f32-a663-4c7b-a1aa-52334449b8c3			9		500		SkillbookPolymorph	Polymorph 2																								SkillbookPolymorphMid	1	1	1		9			
SKILLBOOK_Polymorph_ShedSkin	_Skillbooks	cac0c495-916e-490e-8f86-105783eb17fa			9		800		SkillbookPolymorphSource	Polymorph 3																								SkillbookPolymorphMid	1	1	1		9			
SKILLBOOK_Polymorph_DemonicBargain	_Skillbooks	5e8b4369-8406-4f95-9761-550218e975c7			13		750		SkillbookPolymorphSource	Polymorph 3																								SkillbookPolymorphLate	1	1	1		13			
SKILLBOOK_Polymorph_StripResistance	_Skillbooks	902e02e6-b28e-4d0e-b6ff-cbda43b48bac			16		1400		SkillbookPolymorph	Polymorph 3																								SkillbookPolymorphLate	1	1	1		16			
SKILLBOOK_Polymorph_Equalize	_Skillbooks	1ceb48aa-5f4e-4432-a18e-c74242fdf618			16		1400		SkillbookPolymorph	Polymorph 3																								SkillbookPolymorphLate	1	1	1		16			
SKILLBOOK_Polymorph_Apotheosis	_Skillbooks	32630703-facd-4008-a3a4-54e81194049f			16		3000		SkillbookPolymorphSource	Polymorph 5																								SkillbookPolymorphLate	1	1	1		16			
SKILLBOOK_Summoning_Incarnate	_Skillbooks	84c1c61a-77dd-4d22-9a1c-83adaa58be31			1		120		SkillbookSummoning	Summoning 1																								SkillbookSummoningStarter	1	1	1		1			
SKILLBOOK_Summoning_DimensionalBolt	_Skillbooks	b8cb5184-b8ad-46d0-96fe-1c4801fd582e			1		120		SkillbookSummoning	Summoning 1																								SkillbookSummoningStarter	1	1	1		1			
SKILLBOOK_Summoning_TotemFromSurface	_Skillbooks	4622fd45-f016-41a2-b5e7-d4f7e48708d7			1		120		SkillbookSummoning	Summoning 1																								SkillbookSummoningStarter	1	1	1		1			
SKILLBOOK_Summoning_RangedInfusion	_Skillbooks	ea057307-256d-4fa9-b971-1ccb8fc3c2c7			1		120		SkillbookSummoning	Summoning 1																								SkillbookSummoningStarter	1	1	1		1			
