Name	Parent	ItemGroup	ModifierType	Act	Level	Slot	Requirements	Armor Defense Value	ArmorBoost	Magic Armor Value	MagicArmorBoost	Durability	DurabilityDegradeSpeed	Value	Weight	Movement	Initiative	Fire	Air	Water	Earth	Poison	Piercing	Physical	StrengthBoost	FinesseBoost	IntelligenceBoost	ConstitutionBoost	MemoryBoost	WitsBoost	SingleHanded	TwoHanded	Ranged	DualWielding	Perseverance	Leadership	PainReflection	WarriorLore	RangerLore	RogueLore	Sourcery	FireSpecialist	WaterSpecialist	AirSpecialist	EarthSpecialist	Necromancy	Polymorph	Summoning	Telekinesis	Sneaking	Thievery	Loremaster	Repair	Barter	Persuasion	Luck	SightBoost	HearingBoost	VitalityBoost	MagicPointsBoost	ChanceToHitBoost	APMaximum	APStart	APRecovery	AccuracyBoost	DodgeBoost	CriticalChance	Reflection	MaxSummons	Skills	Talents	Tags	ExtraProperties	Flags	Boosts	ComboCategory	InventoryTab	ArmorType	ItemColor	NeedsIdentification	Charges	MaxCharges	RuneSlots	RuneSlots_V1	ObjectCategory	MinAmount	MaxAmount	Priority	Unique	MinLevel	MaxLevel	Comment	
_Boost_Armor_Helmet_Armour_Magical_Medium	_BOOSTS_Armor									20				7																																																																															
_Boost_Armor_Amulet_Armour_Magical	_BOOSTS_Armor									10				5																																																																															
_Boost_Armor_Amulet_Armour_Magical_Large	_BOOSTS_Armor									30				9																																																																															
_Boost_Armor_Amulet_Armour_Magical_Medium	_BOOSTS_Armor									20				7																																																																															
_Boost_Armor_Ring_Armour_Magical	_BOOSTS_Armor									10				5																																																																															
_Boost_Armor_Ring_Armour_Magical_Large	_BOOSTS_Armor									30				9																																																																															
_Boost_Armor_Ring_Armour_Magical_Medium	_BOOSTS_Armor									20				7																																																																															
_Boost_Armor_Helmet_Armour_Physical	_BOOSTS_Armor							10						5																																																																															
_Boost_Armor_Helmet_Armour_Physical_Large	_BOOSTS_Armor							30						9																																																																															
_Boost_Armor_Helmet_Armour_Physical_Medium	_BOOSTS_Armor							20						7																																																																															
_Boost_Armor_Helmet_Immunity_Charmed_And_Feared	_BOOSTS_Armor													10																																																												CharmImmunity;FearImmunity																			
_Boost_Armor_Helmet_Immunity_Muted_And_Blind	_BOOSTS_Armor													10																																																												MuteImmunity;BlindImmunity																			
_Boost_Armor_Helmet_Primary_Intelligence	_BOOSTS_Armor													12													1																																																																		
_Boost_Armor_Helmet_Primary_Intelligence_Large	_BOOSTS_Armor													18													3																																																																		
_Boost_Armor_Helmet_Primary_Intelligence_Medium	_BOOSTS_Armor													14													2																																																																		
_Boost_Armor_Helmet_Primary_Memory	_BOOSTS_Armor													12															1																																																																
_Boost_Armor_Helmet_Primary_Memory_Large	_BOOSTS_Armor													18															3																																																																
_Boost_Armor_Helmet_Primary_Memory_Medium	_BOOSTS_Armor													14															2																																																																
_Boost_Armor_Helmet_Primary_Strength	_BOOSTS_Armor													12											1																																																																				
_Boost_Armor_Helmet_Primary_Strength_Large	_BOOSTS_Armor													18											3																																																																				
_Boost_Armor_Helmet_Primary_Strength_Medium	_BOOSTS_Armor													14											2																																																																				
_Boost_Armor_Helmet_Primary_Finesse	_BOOSTS_Armor													12												1																																																																			
_Boost_Armor_Helmet_Primary_Finesse_Large	_BOOSTS_Armor													18												3																																																																			
_Boost_Armor_Helmet_Primary_Finesse_Medium	_BOOSTS_Armor													14												2																																																																			
_Boost_Armor_Helmet_Primary_Wits	_BOOSTS_Armor													12																1																																																															
_Boost_Armor_Helmet_Primary_Wits_Large	_BOOSTS_Armor													18																3																																																															
_Boost_Armor_Helmet_Primary_Wits_Medium	_BOOSTS_Armor													14																2																																																															
_Boost_Armor_Helmet_Resistance_Air	_BOOSTS_Armor													6					10																																																																										
_Boost_Armor_Helmet_Resistance_Air_Large	_BOOSTS_Armor													10					15																																																																										
_Boost_Armor_Helmet_Resistance_Air_Medium	_BOOSTS_Armor													8					12																																																																										
_Boost_Armor_Helmet_Resistance_Earth	_BOOSTS_Armor													60							10																																																																								
_Boost_Armor_Helmet_Resistance_Earth_Large	_BOOSTS_Armor													10							15																																																																								
_Boost_Armor_Helmet_Resistance_Earth_Medium	_BOOSTS_Armor													8							12																																																																								
_Boost_Armor_Helmet_Resistance_Fire	_BOOSTS_Armor													6				10																																																																											
_Boost_Armor_Helmet_Resistance_Fire_Large	_BOOSTS_Armor													10				15																																																																											
_Boost_Armor_Helmet_Resistance_Fire_Medium	_BOOSTS_Armor													8				12																																																																											
_Boost_Armor_Helmet_Resistance_Poison	_BOOSTS_Armor													6								10																																																																							
_Boost_Armor_Helmet_Resistance_Poison_Large	_BOOSTS_Armor													10								15																																																																							
_Boost_Armor_Helmet_Resistance_Poison_Medium	_BOOSTS_Armor													8								12																																																																							
_Boost_Armor_Helmet_Resistance_Water	_BOOSTS_Armor													6						10																																																																									
_Boost_Armor_Helmet_Resistance_Water_Large	_BOOSTS_Armor													10						15																																																																									
_Boost_Armor_Helmet_Resistance_Water_Medium	_BOOSTS_Armor													8						12																																																																									
_Boost_Armor_Helmet_Skill_BloodBubble	_BOOSTS_Armor													9																																																								Target_BloodBubble																							
_Boost_Armor_Helmet_Skill_Fireblood	_BOOSTS_Armor													9																																																								Target_Fireblood																							
_Boost_Armor_Helmet_Skill_FlamingTongues	_BOOSTS_Armor													9																																																								Shout_FlamingTongues																							
_Boost_Armor_Helmet_Skill_FlamingDaggers	_BOOSTS_Armor													10																																																								Projectile_FlamingDaggers																							
_Boost_Armor_Helmet_Skill_Fortify	_BOOSTS_Armor													10																																																								Target_Fortify																							
_Boost_Armor_Helmet_Skill_LightningBolt	_BOOSTS_Armor													11																																																								Projectile_LightningBolt																							
_Boost_Armor_Helmet_Skill_PyroclasticRock	_BOOSTS_Armor													10																																																								Projectile_PyroclasticRock																							
_Boost_Armor_Helmet_Skill_ShockingTouch	_BOOSTS_Armor													9																																																								Target_ShockingTouch																							
_Boost_Armor_Helmet_Skill_Water	_BOOSTS_Armor													9																																																								Rain_Water																							
_Boost_Armor_Helmet_Skill_WinterBlast	_BOOSTS_Armor													12																																																								Target_WinterBlast																							
_Boost_Armor_Helmet_Skill_BurnMyEyes	_BOOSTS_Armor													12																																																								Target_BurnMyEyes																							
